budget,workload,scalability,security,region,team_size,data_volume_gb,uptime_requirement,compliance_required,existing_infra,uses_microsoft_stack,uses_google_workspace,ml_focus,multi_region,serverless_preference,service_model,deployment_model,provider
59.13,webapp,low,moderate,asia,425,7.6,96.02,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
602.92,enterprise,medium,high,asia,286,91.86,97.31,1,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
1297.81,ml,medium,moderate,asia,35,28.66,97.74,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
2269.25,ml,medium,high,us,262,63.85,97.74,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
269.15,startup,high,high,asia,79,1.59,97.85,1,0,0,1,0,1,1,PaaS,Public Cloud,GCP
180.13,startup,medium,moderate,asia,275,8.74,95.58,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
392.4,webapp,low,basic,asia,131,151.25,99.57,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
2456.27,enterprise,low,basic,asia,2,53.23,96.38,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
675.86,webapp,medium,moderate,us,261,430.24,99.06,1,0,0,1,0,0,1,IaaS,Public Cloud,AWS
343.79,enterprise,low,basic,us,447,4.64,96.49,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
122.93,startup,medium,high,eu,298,53.69,97.19,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,Azure
1673.19,webapp,high,high,asia,380,11.98,96.74,1,0,0,0,0,0,1,IaaS,Private Cloud,AWS
99.87,startup,medium,moderate,asia,164,18.17,98.12,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
793.76,startup,medium,moderate,us,63,11.31,99.91,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
449.08,startup,medium,basic,eu,444,10.3,99.6,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
1081.5,webapp,medium,basic,eu,16,47.61,99.59,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
4556.22,enterprise,medium,moderate,us,478,47.19,99.72,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
8398.53,enterprise,medium,moderate,us,352,140.94,98.1,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
630.23,enterprise,high,high,asia,231,13.73,95.55,1,1,0,0,0,1,0,IaaS,Hybrid Cloud,AWS
858.13,webapp,high,moderate,us,32,44.6,98.44,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
233.62,startup,high,high,us,390,9.58,98.22,1,1,0,0,0,1,1,IaaS,Hybrid Cloud,AWS
3074.35,enterprise,medium,moderate,eu,475,226.93,97.8,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
2632.12,enterprise,medium,moderate,us,394,200.48,98.25,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
238.81,startup,high,high,us,288,118.3,95.78,1,0,0,1,0,1,1,IaaS,Public Cloud,GCP
312.74,startup,low,high,asia,314,53.39,99.0,1,0,0,0,0,0,1,IaaS,Private Cloud,GCP
434.49,startup,low,moderate,us,64,36.39,96.37,1,1,0,1,0,0,1,PaaS,Public Cloud,GCP
1221.11,webapp,low,moderate,eu,489,10.15,97.96,0,0,0,1,0,0,1,PaaS,Private Cloud,GCP
738.44,ml,low,moderate,asia,2,4.87,99.12,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
407.76,webapp,medium,moderate,us,401,33.73,98.46,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
3306.77,enterprise,high,basic,us,371,346.75,95.86,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
136.03,startup,medium,basic,us,32,165.19,96.62,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
325.54,webapp,medium,moderate,eu,339,18.35,97.51,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
3477.15,ml,medium,high,eu,470,2.43,95.06,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,Azure
24333.74,enterprise,medium,basic,eu,468,5.34,95.49,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
2247.18,startup,medium,basic,asia,397,4.05,97.14,0,0,0,0,0,0,0,PaaS,Public Cloud,AWS
227.41,startup,high,basic,asia,186,540.32,95.05,0,0,0,0,0,1,1,PaaS,Public Cloud,GCP
1864.67,webapp,medium,moderate,asia,425,160.84,98.73,1,0,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
2253.57,ml,low,basic,asia,84,275.09,96.63,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
6542.12,enterprise,low,high,eu,60,9.74,98.91,1,0,0,0,0,0,0,IaaS,Private Cloud,Azure
217.51,startup,low,high,us,374,51.51,99.62,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
144.47,ml,medium,moderate,eu,223,45.08,98.56,1,0,0,0,1,0,0,IaaS,Public Cloud,GCP
31071.73,enterprise,medium,moderate,eu,193,121.72,97.72,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
126.39,webapp,medium,high,eu,248,28.02,97.73,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
614.07,startup,high,moderate,asia,143,1993.55,99.97,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
13005.38,enterprise,low,basic,eu,444,396.79,99.02,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
252.52,startup,medium,moderate,us,348,64.47,96.73,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
337.82,webapp,medium,moderate,us,428,164.71,95.73,1,0,0,0,0,0,1,PaaS,Public Cloud,AWS
1805.03,ml,medium,basic,us,55,63.91,97.5,0,1,0,0,1,0,0,IaaS,Public Cloud,GCP
1005.18,webapp,high,moderate,eu,151,79.7,97.34,1,1,0,1,0,1,1,IaaS,Hybrid Cloud,Azure
248.48,webapp,high,moderate,eu,192,219.23,95.63,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
231.65,webapp,medium,moderate,eu,492,320.26,98.24,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
307.38,webapp,high,moderate,us,252,135.29,96.6,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
136.57,startup,high,basic,asia,232,55.4,98.3,0,0,0,0,0,1,1,PaaS,Public Cloud,GCP
454.78,webapp,medium,moderate,eu,107,6.74,98.0,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
493.31,startup,medium,moderate,us,100,121.65,97.44,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
55.6,webapp,high,moderate,us,12,34.33,97.55,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
2475.37,enterprise,low,high,eu,46,20.72,98.39,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
112.99,webapp,medium,high,asia,55,143.89,98.34,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,GCP
1160.32,enterprise,high,moderate,asia,87,12.39,97.8,0,0,1,0,0,1,0,IaaS,Public Cloud,Azure
2501.49,enterprise,low,high,asia,480,0.66,96.65,1,1,1,0,0,0,0,IaaS,Private Cloud,Azure
536.53,startup,high,moderate,us,98,14.77,96.87,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
5219.47,enterprise,high,moderate,asia,401,49.6,98.1,0,0,1,0,0,1,0,IaaS,Public Cloud,Azure
351.94,startup,low,moderate,us,77,11.84,97.47,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
5686.86,enterprise,low,basic,us,156,103.35,99.78,0,0,0,0,0,0,0,SaaS,Public Cloud,AWS
2100.92,enterprise,medium,basic,asia,74,20.76,98.35,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
665.51,startup,medium,high,eu,153,111.15,95.11,1,0,0,1,0,0,1,IaaS,Private Cloud,Azure
124.02,startup,low,basic,eu,302,68.5,97.77,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
261.93,startup,medium,basic,asia,340,117.31,96.76,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
1305.33,enterprise,low,high,asia,42,170.57,98.15,1,0,0,0,0,0,0,IaaS,Private Cloud,Azure
345.7,startup,low,basic,asia,35,90.53,96.11,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
455.46,webapp,low,high,eu,21,41.08,98.6,1,1,0,1,0,0,1,IaaS,Private Cloud,GCP
2811.78,ml,medium,high,us,438,84.42,95.9,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
507.22,enterprise,medium,moderate,asia,498,19.0,96.86,0,0,1,0,0,0,0,IaaS,Public Cloud,Azure
114.69,startup,low,high,eu,370,25.19,97.73,1,1,0,1,0,0,1,IaaS,Private Cloud,GCP
199.71,startup,high,moderate,asia,81,48.53,95.97,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
287.77,webapp,medium,basic,eu,441,28.01,98.69,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
471.11,startup,low,moderate,asia,388,178.53,97.49,1,1,0,1,0,0,1,IaaS,Public Cloud,GCP
1063.08,ml,high,moderate,eu,441,375.17,96.62,0,1,0,0,1,0,0,IaaS,Public Cloud,GCP
2015.86,enterprise,high,moderate,us,124,1.84,95.31,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
606.68,webapp,medium,basic,asia,69,54.96,99.01,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
383.89,webapp,medium,moderate,us,10,3688.71,98.9,1,1,0,0,0,0,1,PaaS,Hybrid Cloud,AWS
404.75,startup,medium,basic,asia,398,181.18,96.79,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
314.22,webapp,high,basic,us,196,62.5,98.91,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
419.25,webapp,low,basic,us,108,59.73,96.98,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
62.91,webapp,high,moderate,eu,432,1.25,95.54,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
302.87,webapp,low,moderate,asia,331,48.2,99.91,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
343.15,webapp,high,moderate,eu,388,166.96,97.14,1,0,0,0,0,0,1,PaaS,Public Cloud,Azure
162.55,webapp,medium,moderate,us,162,35.49,95.38,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
421.99,startup,medium,moderate,eu,60,219.79,97.34,1,1,0,1,0,0,1,PaaS,Public Cloud,GCP
12880.06,enterprise,medium,moderate,eu,351,506.06,99.6,0,0,0,0,0,0,0,IaaS,Hybrid Cloud,Azure
3419.65,enterprise,high,high,eu,499,23.55,97.29,1,1,0,0,0,0,0,IaaS,Hybrid Cloud,Azure
2908.15,webapp,medium,basic,us,44,22.8,98.9,0,1,0,0,0,0,0,PaaS,Public Cloud,AWS
1694.68,webapp,medium,moderate,asia,345,17.16,96.84,1,0,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
6990.89,enterprise,high,moderate,us,165,10.53,97.26,0,0,1,0,0,0,0,IaaS,Public Cloud,Azure
484.29,webapp,high,basic,eu,360,200.38,95.48,0,1,0,0,0,1,1,PaaS,Public Cloud,AWS
1132.09,webapp,high,basic,asia,29,52.01,96.26,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
173.48,startup,medium,basic,eu,456,465.03,95.76,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
199.97,startup,high,moderate,us,319,72.53,99.25,1,0,0,0,0,1,1,PaaS,Public Cloud,AWS
338.42,webapp,high,moderate,eu,476,241.41,99.72,1,1,0,0,0,1,1,IaaS,Public Cloud,AWS
9726.22,enterprise,medium,high,asia,95,40.48,95.51,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
934.47,webapp,high,moderate,eu,43,107.84,96.21,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
541.83,startup,high,basic,eu,261,4.15,95.14,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
50.0,webapp,high,moderate,us,422,11.98,96.02,0,0,0,0,0,1,1,PaaS,Public Cloud,AWS
69.63,startup,medium,basic,eu,47,235.83,99.98,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
232.47,startup,low,basic,us,165,4.12,98.9,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
514.96,webapp,high,moderate,eu,180,73.9,98.07,1,1,0,0,0,0,1,IaaS,Public Cloud,Azure
93.44,startup,low,high,us,287,476.38,96.55,1,1,0,0,0,0,1,IaaS,Private Cloud,AWS
7923.7,enterprise,low,moderate,eu,325,77.42,99.44,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
189.04,startup,medium,moderate,asia,255,292.15,95.55,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
99.56,startup,low,basic,us,108,40.22,97.98,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
2087.54,ml,medium,high,us,270,160.03,97.47,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
1012.09,webapp,medium,basic,eu,441,27.38,97.41,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
211.64,startup,high,moderate,us,413,226.27,98.42,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
1459.38,ml,medium,moderate,us,380,167.98,95.75,0,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
560.57,webapp,medium,basic,us,367,17.55,97.68,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
304.05,startup,medium,moderate,eu,343,10.18,98.43,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
4192.58,webapp,medium,moderate,us,297,48.96,98.6,0,1,0,1,0,0,0,IaaS,Hybrid Cloud,GCP
7199.35,enterprise,high,moderate,us,167,58.25,96.01,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
225.41,startup,low,high,asia,186,10.94,96.12,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
16856.39,enterprise,medium,basic,eu,210,780.14,96.63,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
5851.48,enterprise,high,high,us,484,21.27,98.7,1,0,0,0,0,1,0,IaaS,Hybrid Cloud,AWS
118.89,startup,low,basic,asia,337,24.28,98.41,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
200.31,webapp,low,high,eu,70,101.63,98.14,1,1,0,1,0,0,1,IaaS,Private Cloud,GCP
1950.61,ml,high,basic,us,261,2.26,97.3,0,1,0,0,1,1,0,IaaS,Public Cloud,GCP
323.77,webapp,high,moderate,asia,11,3.6,97.34,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
918.41,webapp,medium,moderate,asia,17,25.68,97.71,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
1395.03,ml,low,moderate,asia,40,2.36,98.14,0,0,0,0,1,0,0,IaaS,Private Cloud,GCP
276.7,startup,high,high,eu,385,342.19,95.29,1,0,0,1,0,1,1,IaaS,Public Cloud,GCP
51.07,startup,medium,moderate,eu,92,275.69,97.85,1,0,0,0,0,0,1,PaaS,Public Cloud,Azure
366.91,startup,medium,moderate,asia,128,531.58,96.87,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
260.51,startup,medium,moderate,us,247,31.34,95.31,1,0,0,0,0,0,1,PaaS,Public Cloud,AWS
700.46,startup,medium,basic,eu,256,39.33,97.16,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
92.97,startup,medium,high,eu,62,194.21,97.58,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
531.04,webapp,medium,moderate,eu,434,474.82,96.97,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
5836.81,enterprise,low,basic,asia,416,43.74,97.55,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
3297.37,webapp,high,basic,eu,57,107.66,98.89,0,1,0,0,0,0,0,PaaS,Public Cloud,Azure
759.26,startup,high,moderate,us,18,196.52,96.6,1,0,0,1,0,1,1,PaaS,Public Cloud,AWS
4466.09,ml,low,basic,asia,460,13.61,97.73,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
521.0,webapp,high,moderate,asia,450,143.34,98.03,1,0,0,0,0,1,1,IaaS,Public Cloud,AWS
1051.88,webapp,high,high,eu,201,42.36,98.74,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,Azure
436.56,webapp,low,moderate,asia,498,135.32,95.15,1,0,0,1,0,0,1,PaaS,Private Cloud,GCP
2462.47,enterprise,medium,high,asia,303,223.31,99.6,1,0,0,0,0,0,0,IaaS,Private Cloud,Azure
8570.06,enterprise,medium,basic,asia,361,24.92,95.36,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
1015.98,webapp,high,basic,us,435,15.82,95.01,0,1,0,1,0,1,1,PaaS,Public Cloud,AWS
188.25,webapp,medium,high,eu,177,28.3,95.61,1,0,0,1,0,0,1,IaaS,Private Cloud,GCP
673.47,ml,low,moderate,us,351,22.91,98.96,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
21562.49,enterprise,high,basic,eu,219,6.79,95.46,0,0,0,0,0,1,0,IaaS,Public Cloud,AWS
156.27,startup,medium,moderate,eu,43,3.85,95.8,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
399.93,startup,medium,basic,eu,140,31.82,98.34,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
345.1,startup,high,basic,asia,444,25.36,97.01,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
992.94,startup,medium,moderate,eu,274,8.58,96.05,1,0,0,0,0,0,1,IaaS,Public Cloud,Azure
19158.6,enterprise,high,moderate,asia,125,52.15,95.56,0,1,0,0,0,1,0,IaaS,Hybrid Cloud,AWS
134.5,startup,medium,basic,asia,219,48.84,98.71,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
1411.02,enterprise,high,high,asia,450,184.09,95.99,1,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
550.19,startup,high,basic,asia,254,172.61,97.06,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
508.12,startup,low,high,asia,258,510.53,98.25,1,1,0,0,0,0,1,IaaS,Private Cloud,AWS
457.0,webapp,high,moderate,eu,123,59.35,98.79,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
5100.67,enterprise,low,moderate,asia,473,172.69,96.67,0,0,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
223.2,webapp,medium,basic,asia,478,220.36,99.71,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
161.86,webapp,medium,moderate,eu,7,589.44,96.07,1,1,0,1,0,0,1,PaaS,Hybrid Cloud,GCP
449.04,startup,medium,high,eu,75,45.57,96.74,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,Azure
244.74,startup,high,high,us,209,115.95,99.48,1,0,0,0,0,1,1,IaaS,Public Cloud,AWS
532.56,startup,medium,moderate,us,334,307.35,95.05,1,0,0,1,0,0,1,IaaS,Public Cloud,AWS
94.56,startup,low,moderate,us,214,6.98,96.52,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
758.88,webapp,medium,moderate,asia,290,36.33,98.04,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
1245.16,ml,medium,moderate,asia,373,524.04,99.76,1,0,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
430.76,ml,high,high,us,428,31.17,95.87,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
355.74,webapp,high,high,asia,76,13.84,98.13,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,GCP
6382.67,enterprise,medium,moderate,us,368,346.88,95.95,1,0,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
346.14,webapp,medium,moderate,asia,375,96.01,98.7,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
476.92,webapp,low,high,eu,369,35.53,96.1,1,0,0,0,0,0,1,IaaS,Private Cloud,Azure
5799.94,ml,medium,high,us,209,257.42,97.42,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
3335.22,ml,low,basic,us,434,20.13,99.21,0,1,0,0,1,0,0,IaaS,Public Cloud,GCP
2867.44,enterprise,medium,moderate,asia,8,528.37,97.9,0,1,1,0,0,0,0,SaaS,Hybrid Cloud,Azure
11492.46,enterprise,low,moderate,us,127,107.4,98.24,0,0,0,0,0,0,0,IaaS,Private Cloud,AWS
158.88,startup,low,basic,eu,418,119.44,95.92,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
1059.74,enterprise,high,basic,asia,412,83.26,98.87,0,0,0,0,0,1,0,SaaS,Public Cloud,AWS
264.65,startup,medium,moderate,us,387,336.49,96.21,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
451.85,webapp,medium,moderate,asia,412,92.26,96.7,0,0,0,0,0,0,1,PaaS,Public Cloud,GCP
1324.66,ml,medium,moderate,asia,416,5.93,99.65,1,0,0,0,1,0,0,IaaS,Private Cloud,GCP
417.66,startup,medium,moderate,us,355,10.03,95.13,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
59.4,startup,low,moderate,eu,407,31.51,97.14,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
12015.16,enterprise,medium,basic,asia,170,16.0,99.84,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
447.92,startup,high,basic,asia,78,14.61,99.47,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
1942.74,webapp,medium,moderate,asia,187,13.13,95.52,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
1125.6,webapp,medium,moderate,us,380,65.57,98.64,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,AWS
1103.42,ml,medium,high,eu,431,16.87,96.96,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,Azure
480.5,webapp,low,moderate,eu,206,11.88,98.26,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
14728.6,enterprise,medium,high,asia,431,20.15,99.9,1,0,1,0,0,0,0,IaaS,Private Cloud,Azure
680.62,webapp,medium,moderate,eu,100,72.99,96.39,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
267.97,webapp,medium,moderate,us,13,25.78,96.86,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
653.74,webapp,high,high,us,399,12.17,96.85,1,0,0,0,0,1,1,IaaS,Private Cloud,AWS
612.5,webapp,medium,basic,us,144,7.51,95.36,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
4814.8,ml,low,moderate,asia,286,181.71,98.13,0,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
131.6,enterprise,medium,moderate,us,308,243.3,98.3,1,0,1,0,0,0,0,IaaS,Public Cloud,Azure
1370.43,webapp,high,basic,asia,413,6.35,99.73,0,0,0,1,0,1,1,PaaS,Public Cloud,GCP
233.24,webapp,high,high,asia,197,417.07,95.42,1,1,0,0,0,1,1,IaaS,Hybrid Cloud,GCP
457.5,ml,low,high,eu,223,112.73,95.24,1,1,0,0,1,0,0,IaaS,Private Cloud,GCP
1809.32,enterprise,high,moderate,us,86,26.52,97.65,0,1,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
535.04,webapp,high,basic,asia,165,16.3,98.68,0,1,0,0,0,1,1,PaaS,Public Cloud,AWS
269.62,startup,medium,moderate,asia,229,120.63,97.98,1,0,0,1,0,0,1,PaaS,Public Cloud,GCP
479.74,ml,high,basic,us,314,638.43,96.47,0,1,0,0,1,1,0,IaaS,Public Cloud,GCP
1403.76,ml,high,high,asia,475,1269.42,98.85,1,1,0,0,1,1,0,IaaS,Hybrid Cloud,GCP
3264.93,enterprise,medium,basic,eu,348,160.87,97.54,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
1130.24,ml,low,moderate,asia,39,187.05,99.45,0,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
1237.22,ml,medium,moderate,us,193,68.18,98.3,1,0,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
1099.87,startup,low,basic,eu,298,54.27,99.73,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
13040.3,enterprise,high,basic,asia,382,130.7,97.93,0,0,1,0,0,0,0,IaaS,Public Cloud,Azure
2558.59,enterprise,medium,basic,eu,473,2.38,95.37,0,0,0,0,0,0,0,SaaS,Public Cloud,Azure
241.43,startup,low,basic,eu,139,16.94,97.29,0,1,0,0,0,0,1,PaaS,Public Cloud,AWS
1972.07,enterprise,medium,high,asia,31,536.05,95.75,1,0,0,0,0,0,0,IaaS,Private Cloud,AWS
300.24,webapp,medium,moderate,asia,34,12.89,98.98,1,0,0,0,0,0,1,PaaS,Public Cloud,GCP
752.58,startup,low,basic,asia,475,28.45,98.77,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
1786.03,enterprise,medium,basic,asia,276,11.38,98.96,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
5468.2,enterprise,medium,moderate,us,332,29.43,97.86,0,1,1,0,0,0,0,IaaS,Hybrid Cloud,Azure
494.43,startup,medium,high,asia,496,82.42,98.19,1,0,0,0,0,0,1,IaaS,Private Cloud,GCP
533.62,startup,high,moderate,eu,328,7.76,99.48,1,0,0,1,0,1,1,IaaS,Public Cloud,Azure
1152.73,webapp,medium,moderate,eu,58,37.49,96.43,0,1,0,1,0,0,1,PaaS,Hybrid Cloud,GCP
350.74,startup,medium,high,eu,191,18.8,97.84,1,0,0,0,0,0,1,IaaS,Private Cloud,Azure
1065.86,ml,medium,basic,asia,404,96.42,99.67,0,0,0,0,1,0,0,IaaS,Public Cloud,GCP
211.27,webapp,high,moderate,asia,281,6.8,96.32,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
228.15,startup,high,high,eu,10,12.57,96.8,1,1,0,0,0,1,1,IaaS,Public Cloud,AWS
641.97,webapp,medium,high,eu,344,537.7,97.57,1,0,0,0,0,0,1,IaaS,Private Cloud,Azure
1118.18,enterprise,low,moderate,eu,366,82.76,95.37,1,0,0,0,0,0,0,IaaS,Private Cloud,Azure
1723.33,ml,medium,moderate,us,177,240.08,95.1,1,1,0,0,1,0,0,IaaS,Hybrid Cloud,GCP
779.2,startup,medium,basic,eu,76,78.9,95.34,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
9345.49,enterprise,medium,basic,us,384,628.8,99.28,0,0,1,0,0,0,0,SaaS,Public Cloud,Azure
179.38,startup,medium,moderate,eu,21,24.13,96.66,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
225.96,webapp,medium,high,asia,74,396.44,95.66,1,0,0,0,0,0,1,IaaS,Private Cloud,GCP
366.1,startup,medium,high,asia,41,148.77,97.48,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
292.5,webapp,medium,high,eu,221,79.91,98.42,1,1,0,0,0,0,1,IaaS,Hybrid Cloud,Azure
77.58,startup,high,moderate,eu,338,137.3,96.6,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
678.2,webapp,medium,high,us,234,48.28,97.77,1,1,0,1,0,0,1,IaaS,Hybrid Cloud,GCP
2126.61,enterprise,high,moderate,us,334,122.28,98.76,1,0,0,0,0,0,0,IaaS,Hybrid Cloud,AWS
393.83,webapp,medium,basic,us,71,12.53,96.21,0,0,0,0,0,0,1,PaaS,Public Cloud,AWS
4812.79,ml,medium,high,eu,4,180.24,96.43,1,0,0,0,1,0,0,IaaS,Private Cloud,Azure
618.12,webapp,medium,moderate,eu,135,29.22,97.41,0,0,0,1,0,0,1,PaaS,Public Cloud,GCP
1819.76,webapp,medium,basic,eu,126,219.89,98.27,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
904.77,startup,medium,basic,eu,3,40.64,95.6,0,1,0,1,0,0,1,PaaS,Public Cloud,GCP
111.55,startup,high,moderate,eu,46,459.22,95.1,0,1,0,0,0,1,1,PaaS,Public Cloud,AWS
151.8,webapp,low,moderate,eu,240,68.96,97.42,0,1,0,0,0,0,1,PaaS,Public Cloud,GCP
293.91,webapp,high,high,asia,329,63.45,96.71,1,0,0,1,0,1,1,IaaS,Private Cloud,GCP
